id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price_period,title,paga_comision
GfMxn/umBgcM7ZUuDWUGkQ==,Propiedad,2020-01-30,2020-04-28,2020-01-30,-37.9887651,-57.560902600000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,1.0,,,,DEPARTAMENTO 2 AMBIENTES AMPLIOS. CON COCHERA Y BAULERA. EN POZO,no paga
WMXcoHQ+geZJIFou7DpfIQ==,Propiedad,2020-01-23,9999-12-31,2020-01-23,-31.407054600000002,-64.18330309999999,Argentina,Córdoba,Córdoba,General Paz,,,2.0,1.0,1.0,52.0,41.0,Mensual,Departamento - General Paz,no paga
5tGJeQ0c3gxkAyK/6NWvCw==,Propiedad,2020-01-27,2020-01-27,2020-01-27,-34.657212200000004,-58.663613299999994,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,,,,2.0,1.0,2.0,,,Mensual,Venta de excelente departamento de 2 ambientes Ituzaingo,no paga
l49Ekxzumhh6zz7mTnnS4Q==,Propiedad,2020-01-28,2020-01-29,2020-01-28,-34.92591196,-57.92256883,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,,,1.0,,,Mensual,"Departamento en Venta, 40mts, 1 dormitorios 266250",no paga
GcSWcMjyJrC1iEFNqjE1Lw==,Propiedad,2019-08-28,2020-06-04,2019-08-28,-34.62900925,-58.45851135,Argentina,Capital Federal,Flores,,,,1.0,,1.0,56.0,42.0,,Ramón Falcón  2100 8°  - U$D 151.700 - Departamento en Venta,no paga
+kmfXh+oGL87u20jEeAT4Q==,Propiedad,2019-12-25,2020-01-11,2019-12-25,-34.53419,-58.478637,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,4.0,3.0,1.0,85.0,86.0,,VENTA DEPARTAMENTO 4 AMBIENTES,no paga
Utxs29/Xs0bbj3SuNc23cQ==,Propiedad,2019-11-06,2019-12-02,2019-11-06,-34.5644787386,-58.4462043272,Argentina,Capital Federal,Belgrano,,,,5.0,4.0,3.0,210.0,181.0,,OPORTUNIDAD -  Piso Alto c/ Cochera y vista abierta en Torre de Categoría - BELGRANO,no paga
gYKVX4fyx7XyBtarir4cEg==,Propiedad,2019-10-03,2020-01-15,2019-10-03,-34.6262592,-58.360829700000004,Argentina,Capital Federal,Boca,,,,4.0,,2.0,92.0,87.0,Mensual,Departamento - Boca,no paga
L/HE20xv6eprYFX/PX921A==,Propiedad,2019-07-23,9999-12-31,2019-07-23,-31.3994603,-64.4786717,Argentina,Córdoba,Villa Carlos Paz,,,,,2.0,2.0,180.0,180.0,,En venta duplex en Lake 360 frente al Lago San Roque. Villa Carlos Paz ,no paga
57LD+v4jOqlXOg+F2Agxdg==,Propiedad,2019-11-08,2019-12-23,2019-11-08,-34.4032159,-58.649047700000004,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Nordelta,,,2.0,1.0,2.0,85.0,85.0,,Departamento en Senderos Nordelta,no paga
m5Xh/z4ws8H+Z1IZZwSVUQ==,Propiedad,2019-11-13,9999-12-31,2019-11-13,-34.5518726445,-58.6988596228,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Muñiz,,,3.0,2.0,1.0,,,,"Departamento en Venta en Box (izquierdo), Mu?iz U$S 205000",no paga
HgMrZ/EgD7Syg9s1eVSIgw==,Propiedad,2020-04-06,9999-12-31,2020-04-06,-34.7611974542,-58.204761831999996,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,,,,2.0,1.0,1.0,,,,Departamento en Venta en Berazategui Este,no paga
51nTcvS9R/80Ici/TLcVZQ==,Propiedad,2019-12-19,9999-12-31,2019-12-19,-34.94348526,-57.93745041,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,La Plata,,,1.0,,1.0,50.0,44.0,,74 E/ 17 Y   100 - U$D 54.000 - Departamento en Venta,no paga
CJvZrv42RhyjRgeylwHNhw==,Propiedad,2020-03-21,2020-05-01,2020-03-21,-34.768912,-58.4112,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,,,,2.0,1.0,1.0,,,,"Departamento en Venta en Lomas de zamora oeste,  lomas de zamora  U$S 140000",no paga
5zY0idtpXs0aZHYA9mzzHQ==,Propiedad,2020-04-06,9999-12-31,2020-04-06,-32.9670747,-60.63303520000001,Argentina,Santa Fe,Rosario,,,,2.0,1.0,1.0,,,,Vendo Monoambiente - Financiacion en pesos !!!,no paga
aM2vn5BP9PvVyDCeNbBtpg==,Propiedad,2020-03-03,2020-03-05,2020-03-03,-34.5719761,-58.429329700000004,Argentina,Capital Federal,Palermo,,,,2.0,1.0,1.0,79.0,65.0,Mensual,Departamento - Las Cañitas,no paga
RFwQi25k4jKK64rWTkf4VQ==,Propiedad,2019-06-13,9999-12-31,2019-06-13,-34.471133200000004,-58.522544599999996,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,San Isidro,,,3.0,,1.0,57.0,57.0,Mensual,Departamento - S.Isi.-Centro,no paga
Yq173dwehCQGxOEviTOhug==,Propiedad,2020-02-11,2020-02-13,2020-02-11,-34.5605326,-58.4538443,Argentina,Capital Federal,Belgrano,,,,3.0,2.0,2.0,94.0,94.0,,EXCELENTE SEMIPISO - GRAN LIVING COMEDOR - 2 DORM + DEP,no paga
yKqTgRUmVrjIRw6O9W+p1Q==,Propiedad,2020-02-05,2020-04-28,2020-02-05,-34.9219964,-57.9653461,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,,,1.0,,,,45 CASI 17 VENTA DPTO DE UN DORM. A ESTRENAR,no paga
y/IHmtiptBHLgZbMuCu5lA==,Propiedad,2020-01-23,2020-02-23,2020-01-23,-34.577128,-58.437172,Argentina,Capital Federal,Palermo,,,,2.0,1.0,1.0,73.0,50.0,,DEPARTAMENTO 2 AMB COCH PALERMO HOLLYWOOD PERMUTA,no paga
mq5hsPvwyvXiPM1N7EulEQ==,Propiedad,2019-12-13,2020-05-04,2019-12-13,-34.66777570000001,-58.68171039999999,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Ituzaingó,,,3.0,,2.0,67.0,67.0,Mensual,Departamento - Ituzaingó Sur,no paga
PjmekMOCk76OkJNcP1M0dw==,Propiedad,2020-03-21,9999-12-31,2020-03-21,-34.5775888,-58.49794910000001,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,,"Departamento en Venta en Villa urquiza, Capital federal U$S 68000",no paga
5yqDbHaXzVi/Rem99tOhsA==,Propiedad,2020-04-02,2020-06-10,2020-04-02,-34.5715614,-58.4533365,Argentina,Capital Federal,Colegiales,,,,3.0,2.0,2.0,103.0,71.0,Mensual,"Excelente Departamento, 3 ambientes, cochera, patio c/parrilla, Colegiales.",no paga
NPk1jpNcbTIztReb4y+ksw==,Propiedad,2020-03-03,9999-12-31,2020-03-03,-34.798035481,-58.3957115662,Argentina,Bs.As. G.B.A. Zona Sur,Almirante Brown,Adrogué,,,1.0,,1.0,36.0,36.0,Mensual,MUY BUEN MONOAMBIENTE EN ALQUILER EN ADROGUE,no paga
lHjfEUIp7AzJoqHzZen2+A==,Propiedad,2020-01-08,2020-06-10,2020-01-08,-34.577949,-58.4306364,Argentina,Capital Federal,Palermo,Palermo Hollywood,,,3.0,,1.0,72.0,66.0,Mensual,3 Ambientes con  cochera  y Amenities    - Palermo Hollywood,no paga
nZ7DYbucPHn1ZGl1/bGcVA==,Propiedad,2020-02-18,9999-12-31,2020-02-18,-38.0092278,-57.5453787,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Centro,,,3.0,2.0,,,,,"Departamento en Venta en Centro, Mar del plata U$S 138000",no paga
dN0Y4uTJWw+zPkGRI7J60g==,Propiedad,2020-01-08,2020-04-27,2020-01-08,-32.9400595,-60.6422846,Argentina,Santa Fe,Rosario,,,,,,1.0,,,,VENTA MONOAMBIENTE AL POZO - EXCELENTE UBICACIÓN!! FINANCIACIÓN - RO,no paga
WsNYB6DrtobFujhZb3c3rA==,Propiedad,2020-02-18,2020-02-20,2020-02-18,-34.419354600000005,-58.576945900000005,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Tigre,,,2.0,1.0,2.0,55.0,55.0,,Venta Depto 2 Amb. en Tigre! Excelente!,no paga
Mbu9j+PbqGv8G1Nn/FKFCw==,Propiedad,2019-04-19,9999-12-31,2019-04-19,-38.2700815969,-57.8293341116,Argentina,Buenos Aires Costa Atlántica,Miramar,,,,3.0,,2.0,,,,Departamento en Venta Zona I de Miramar. Estado Bueno. 3 Habitaciones. 2 Baños. Apto Crédito,no paga
XPiyXUtDPVlDws8VPAZd5w==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.6493511392,-58.643359268400005,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,2.0,1.0,1.0,,,,Departamento en Venta en Castelar Norte,no paga
hDm+1vHlc1t/fykvzWtPog==,Propiedad,2020-02-04,2020-02-04,2020-02-04,-38.009686,-57.5381539,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,1.0,,,Mensual,Departamento 2 amb. Contrafrente . Av.Colón,no paga
BLu5Qznq8McUJoAnDxyPcQ==,Propiedad,2019-09-04,9999-12-31,2019-09-04,-36.6221782,-64.2782299,Argentina,La Pampa,Santa Rosa,,,,4.0,,1.0,,,Mensual,Departamento - Villa Elvina,no paga
oIpUzVEW8U4X8f9jjf1mOA==,Propiedad,2019-03-28,2019-11-15,2019-03-28,-34.59746933,-58.48794174,Argentina,Capital Federal,Villa del Parque,,,,2.0,,1.0,65.0,65.0,,Av.san Martin   4900 1°  - U$D 149.000 - Departamento en Venta,no paga
19tBEdk6fdSFrSr2DRFIHw==,Propiedad,2020-01-23,9999-12-31,2020-01-23,-34.6063808,-58.4393462,Argentina,Capital Federal,Caballito,,,,1.0,1.0,1.0,,,,"Departamento en Venta en Caballito, Capital federal U$S 94500",no paga
1cokZKThanaY3pJ91Fl7FA==,Propiedad,2020-01-25,2020-02-20,2020-01-25,,,Argentina,Bs.As. G.B.A. Zona Sur,Esteban Echeverría,Canning,,,2.0,,1.0,55.0,55.0,,Caceres 100-causarinas Premiun-1 P Depto 11   100 - U$D 80.400 - Departamento en Venta,no paga
kcxnOYBQCAVV8RVZePnW9g==,Propiedad,2019-12-05,9999-12-31,2019-12-05,-34.589335999999996,-58.406926299999995,Argentina,Capital Federal,Barrio Norte,,,,2.0,,1.0,55.0,55.0,Mensual,Departamento - Barrio Norte,no paga
rrJDKAc1jXYUHx1KYDujUQ==,Propiedad,2019-08-20,2020-02-13,2019-08-20,-34.618094,-58.428765000000006,Argentina,Capital Federal,Caballito,,,,3.0,,1.0,,60.0,,Departamento en Venta ubicado en Caballito,no paga
5VDjDBO7LXAfY6fVd4LzZw==,Propiedad,2020-02-10,2020-02-10,2020-02-10,-38.0104617,-57.5432993,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,1.0,,,Mensual,1 ambiente a la calle,no paga
62cml6CvCCCUQOJWz225Ug==,Propiedad,2020-01-10,2020-02-19,2020-01-10,-37.9643256,-57.542677600000005,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,1.0,,,,depto 2 ambientes,no paga
WzYv14dHuTMNB9F8/HRIbw==,Propiedad,2019-11-08,2019-11-10,2019-11-08,-32.9385882,-60.6692782,Argentina,Santa Fe,Rosario,,,,1.0,,1.0,28.0,24.0,,departamento monoambiente de 28 m2 - San Lorenzo 3400,no paga
ys9e70EhmP21kYnx86H8sg==,Propiedad,2019-11-06,2019-11-21,2019-11-06,-34.608959999999996,-58.43469,Argentina,Capital Federal,Parque Centenario,,,,2.0,1.0,1.0,45.0,43.0,,Departamento de 2 ambientes en Venta en Parque centenario,no paga
RWjSFixkfK58tGdOkHzQKw==,Propiedad,2020-01-02,2020-02-13,2020-01-02,-34.587332200000006,-58.400239799999994,Argentina,Capital Federal,Recoleta,,,,4.0,,2.0,,80.0,Mensual,Venta departamento 4 ambientes Recoleta,no paga
w+Wl4ofRAOVDM5Dp4foGaw==,Propiedad,2020-02-13,2020-02-13,2020-02-13,,,Argentina,Capital Federal,Palermo,,,,1.0,,1.0,23.0,23.0,Mensual,Departamento de 1 ambiente en Venta en Palermo,no paga
S2JPIyqdw2JWAAKsQNewRw==,Propiedad,2020-01-08,2020-02-19,2020-01-08,-32.94152346,-60.68001091,Argentina,Santa Fe,Rosario,,,,,,1.0,,,,DEPTO 1 DORMITORIO EN ECHESORTU - EDIFICIO ESQUINA CON BALCON Y COCHER,no paga
j9l8WHVuTEGSyl/gRWO1zw==,Propiedad,2019-05-04,9999-12-31,2019-05-04,,,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,GreenVille Polo & Resort,,,2.0,,1.0,68.0,,Mensual,Departamento - Greenville Polo &amp; Resort,no paga
TrUpyrhrl+ThkWi1DbWQiA==,Propiedad,2019-10-07,9999-12-31,2019-10-07,-34.5854848747,-58.4419398545,Argentina,Capital Federal,Palermo,,,,,,1.0,38.0,32.0,Mensual,1 amb apto profesional / Palermo Hollywood,no paga
+/BImC5hRo8M80+uJwDdOw==,Propiedad,2020-03-21,2020-04-08,2020-03-21,-34.7626978,-58.404301399999994,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Lomas de Zamora,,,2.0,1.0,1.0,,,,"Departamento en Venta en Lomas de zamora,  lomas de zamora  U$S 125000",no paga
iiCPIk10DctSzCZyELbtTw==,Propiedad,2019-12-09,2020-06-05,2019-12-09,,,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,,1.0,76.0,76.0,Mensual,Departamento - Mar Del Plata,no paga
KxcMX3bvDH+mUsuQpLwMhw==,Propiedad,2020-02-15,9999-12-31,2020-02-15,-34.565084999999996,-58.47182900000001,Argentina,Capital Federal,Belgrano,,,,2.0,1.0,1.0,33.0,33.0,,2 AMBIENTES EN VENTA COGHLAN -,no paga
+caEGDZPaJxR4H/EhhC5wg==,Propiedad,2019-12-26,2019-12-26,2019-12-26,-37.999315,-57.542540599999995,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,1.0,,,Mensual,2 AMB. EXTERNO VISTA AL MAR C/COCHERA - CORRIENTES - DIAG. ALBERDI,no paga
LFEx0+mcYzEdJb1GK+38yQ==,Propiedad,2020-01-14,2020-05-04,2020-01-14,-34.6508316,-58.55588929999999,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,4.0,,2.0,,105.0,Mensual,Departamento - Ramos Mejia,no paga
5UWFx+L8UByC8e9Ag5549g==,Propiedad,2020-01-08,2020-01-09,2020-01-08,,,Argentina,Capital Federal,,,,,,,1.0,,,Mensual,Departamento en venta de null dormitorios en Barrio Parque Gral San Ma,no paga
uZebynBhDDBAZtG/U1S93w==,Propiedad,2020-04-03,9999-12-31,2020-04-03,-34.6800336613,-58.395611038,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,2.0,1.0,1.0,,,,Departamento en Venta en Lanus Oeste,no paga
impxFTQUY5/va8o/115nwA==,Propiedad,2020-02-14,2020-02-14,2020-02-14,-34.557518,-58.451727000000005,Argentina,Capital Federal,Belgrano,,,,4.0,2.0,1.0,,,Mensual,OPPEL | Departamento en Venta | Cod: 19539,no paga
71JHcVHVhyUPLFnF3+X2kQ==,Propiedad,2019-10-02,2019-10-03,2019-10-02,-34.6043564,-58.4545035,Argentina,Capital Federal,Villa Crespo,,,,3.0,,1.0,68.0,60.0,Mensual,Departamento - Villa Crespo - Tres ambientes Magnifico!!,no paga
KpPJtS0O1erkKKAThGI59A==,Propiedad,2019-06-03,9999-12-31,2019-06-03,-34.5772713,-58.48429670000001,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,2.0,,70.0,Mensual,A ESTRENAR SEMI PISOS DE 3 AMBIENTES SOBRE BULEVAR MENDOZA COCHERAS OPTATIVAS,no paga
Xzb0kvP0iH2GS3FrVeiHUw==,Propiedad,2019-09-21,2019-10-12,2019-09-21,-34.5956916,-58.4435512,Argentina,Capital Federal,Villa Crespo,,,,2.0,1.0,1.0,42.0,40.0,,Departamento de 2 ambientes en Venta en Villa crespo,no paga
A9Iaykh2hh05vH9z9JniDQ==,Propiedad,2019-07-11,2019-11-07,2019-07-11,-31.364058,-64.3451039,Argentina,Córdoba,La Calera,,,,,,2.0,,,Mensual,Departamento - Jardines de La Estanzuela,no paga
w4RcZwmLUl0oyeDwvB4GzQ==,Propiedad,2019-10-18,2020-03-12,2019-10-18,-38.0088045,-57.54450799999999,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,1.0,,1.0,37.0,37.0,,FALUCHO 1900,no paga
FkUrOb7lzlvUjsdyJ7/YjA==,Propiedad,2020-03-02,9999-12-31,2020-03-02,-34.597704,-58.380310800000004,Argentina,Capital Federal,Recoleta,,,,2.0,1.0,1.0,35.0,35.0,,VENTA DEPARTAMENTO 2 AMBIENTES EN RECOLETA,no paga
P0Bhkd7KEhBmT3Zbm9As7g==,Propiedad,2019-04-05,9999-12-31,2019-04-05,-34.5887891,-58.5657686,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Villa Bosch,,,3.0,,1.0,47.0,43.0,Mensual,Departamento 3 ambientes con cochera,no paga
JP38OG2vcin8jX9sqVVVwQ==,Propiedad,2020-01-22,2020-04-27,2020-01-22,-32.95195007,-60.644882200000005,Argentina,Santa Fe,Rosario,,,,,,1.0,,,,3 De Febrero  1400 1°  - U$D 122.900 - Departamento en Venta,no paga
UCGBNbr+8Gyye8fLuxI5ag==,Propiedad,2020-01-15,9999-12-31,2020-01-15,-34.525996,-58.482308999999994,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,,,,2.0,,2.0,,,,"Departamento Semipiso  en Venta ubicado en Vicente López, Zona Norte",no paga
aURphcCG842KZ4aVo/Y3pA==,Propiedad,2019-11-13,9999-12-31,2019-11-13,-34.6248028,-58.445389500000005,Argentina,Capital Federal,Caballito,,,,4.0,3.0,3.0,,,,"Departamento en Venta en Caballito, Capital federal U$S 678000",no paga
phnEiAoufb5uhFqG93mgow==,Propiedad,2019-10-21,9999-12-31,2019-10-21,-34.427003899999995,-58.5696856,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,,,,4.0,,1.0,74.0,74.0,Mensual,Departamento - Tigre,no paga
SgK+4Z7N+IuPGrh90+Pvgg==,Propiedad,2020-02-11,2020-02-13,2020-02-11,-34.6008673348,-58.4346996174,Argentina,Capital Federal,Villa Crespo,,,,2.0,1.0,1.0,66.0,54.0,,Departamento de 2 ambientes en Venta en Villa crespo,no paga
ofD0WfnL3rza69EIoGZ0mg==,Propiedad,2020-02-01,9999-12-31,2020-02-01,,,Argentina,Capital Federal,,,,,4.0,3.0,,,,,"DEPARTAMENTO 4 AMBIENTES CON DEPENDENCIA, GARAJE y patio",no paga
1mBnI2lEeqkNjFPXVcDdsQ==,Propiedad,2020-01-17,2020-01-17,2020-01-17,-38.08332383,-57.54001557,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,2.0,,,Mensual,Departamento frente al mar Punta Mogotes,no paga
CvR3Gds0qoXLIfxf1FIgwA==,Propiedad,2020-04-11,9999-12-31,2020-04-11,-34.7267778494,-58.29625800189999,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,4.0,3.0,1.0,,,,Departamento en Venta en Bernal Oeste,no paga
QtRBRHV8CxbYjhPAKNXeRA==,Propiedad,2020-02-14,2020-02-14,2020-02-14,-38.00534570000001,-57.544828,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,1.0,,,Mensual,Venta Departamento 2 Ambientes Vista Plaza Colon y al Mar,no paga
vOUTTrPs+O81AEXwCGEgHw==,Propiedad,2020-03-21,2020-04-08,2020-03-21,-34.7443776,-58.3937645,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Banfield,,,2.0,1.0,1.0,,,,"Departamento en Venta en Banfield este,  banfield  U$S 116000",no paga
kf+yLs9PNrRLH1IRft24AA==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.6496556096,-58.608285553500004,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,1.0,0.0,1.0,,,,Monoambiente en Venta en Moron Sur,no paga
dhNVfvyGXlISdLvfd4SPpA==,Propiedad,2019-05-22,2020-04-19,2019-05-22,-34.3670727273,-58.7635286432,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,,,,3.0,,2.0,76.0,76.0,Mensual,DEPARTAMENTOS A ESTRENAR EN COMPLEJO- FINANCIA-ANTICIPO 50% Y CUOTAS-ESCOBAR,no paga
zd6cbK5eginSqe8QMTDd3g==,Propiedad,2019-07-30,2019-10-24,2019-07-30,-34.544188899999995,-58.46234129999999,Argentina,Capital Federal,Nuñez,,,,2.0,,1.0,44.0,42.0,Mensual,Venta Departamento 2  ambientes con balcón - Nuñez,no paga
qPBbDfgOa7FpCSy8J66QWg==,Propiedad,2019-08-28,9999-12-31,2019-08-28,-34.7642465519,-58.4012082386,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Lomas de Zamora,,,2.0,,1.0,40.0,40.0,Mensual,SANTILLI - COLOMBRES 280 PB C - Lomas de Zamora Oeste,no paga
i3s0RnXV9kMdw50AD4V8gQ==,Propiedad,2020-01-05,2020-01-21,2020-01-05,-34.640352,-58.514131000000006,Argentina,Capital Federal,Liniers,,,,3.0,2.0,2.0,120.0,95.0,,Impecable 3 ambientes con cochera en Liniers!,no paga
3LxHzzqj+JojrjqVMG/YQw==,Propiedad,2019-07-12,2019-11-07,2019-07-12,-34.606777,-58.410056999999995,Argentina,Capital Federal,Once,,,,2.0,1.0,1.0,36.0,32.0,,Venta Departamento en Once Capital Federal JEAN JAURES 300,no paga
kps5x88l1fIoplFqCZi6RQ==,Propiedad,2020-01-09,2020-02-19,2020-01-09,,,Argentina,Santa Fe,Rosario,,,,,,1.0,,,,VENDO DEPARTAMENTO 2 DORMITORIOS PJE CALDAS 600 CON BALCON AL FRENTE.,no paga
v/tYHAKhnib2VRWeRpFWCg==,Propiedad,2020-01-28,9999-12-31,2020-01-28,-34.4603751,-58.90714499999999,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Pilar,,,1.0,,1.0,,36.0,Mensual,Departamento - Pilar,no paga
tFiN+b+eSuT4gnCmAvdi5A==,Propiedad,2020-03-01,9999-12-31,2020-03-01,-32.9395565,-60.6608999,Argentina,Santa Fe,Rosario,,,,,,,30.0,35.0,,DEPARTAMENTO MONOAMBIENTE - OV LAGOS 568,no paga
qtnQfHPQTjiUqTzKCLQWpg==,Propiedad,2020-02-12,2020-04-27,2020-02-12,-37.99070379999999,-57.548351600000004,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,1.0,,,,Depto 1 amb. grande - La Perla,no paga
n50zB4XaCkYukeqmlip2Lg==,Propiedad,2019-11-25,2020-05-28,2019-11-25,-34.585969,-58.44286339999999,Argentina,Capital Federal,Palermo,,,,1.0,,1.0,51.0,43.0,Mensual,Venta  departamento luminoso 1 ambiente en piso alto - Palermo,no paga
bI4ybvNYBvKpngePAr3Rzw==,Propiedad,2020-01-17,2020-01-21,2020-01-17,-34.678131,-58.491427,Argentina,Capital Federal,Villa Lugano,,,,4.0,3.0,1.0,70.0,70.0,,Departamento de 4 ambientes villa lugano,no paga
zr7qEsQ2JE6vOT+kLR4HSQ==,Propiedad,2019-10-03,9999-12-31,2019-10-03,-34.6444671,-58.624053599999996,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,2.0,,1.0,,40.0,Mensual,Departamento 2 ambientes con Balcon- Moron,no paga
4laTzmm3ntUcrmqxq/tJwQ==,Propiedad,2019-12-29,2020-02-13,2019-12-29,-34.6249026854,-58.42166144229999,Argentina,Capital Federal,Boedo,,,,1.0,1.0,1.0,30.0,30.0,,Departamento de un ambiente con cocina independiente,no paga
D3dywaLgRHVPVqSoOC9zaw==,Propiedad,2020-02-26,9999-12-31,2020-02-26,-34.5736652,-58.43258929999999,Argentina,Capital Federal,Belgrano,,,,4.0,3.0,2.0,98.0,98.0,Mensual,Departamento - Belgrano,no paga
+3Uk7QWYTRNPK8kn3XJjQg==,Propiedad,2020-01-07,2020-01-07,2020-01-07,-38.004179,-57.5466163,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,1.0,,,Mensual,1 AMB. EXTERNO C/BALCON - BOLIVAR - CORRIENTES,no paga
