id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price_period,title,paga_comision
9oNdDGn1zvjWmepTw3zUlQ==,Propiedad,2020-02-18,2020-02-21,2020-02-18,-37.0158041996,-56.8060657181,Argentina,Buenos Aires Costa Atlántica,Costa Esmeralda,,,,4.0,3.0,2.0,140.0,140.0,Mensual,Casa - Costa Esmeralda,no paga
0s0ulTAuZg+tKsz8VpyQbQ==,Propiedad,2020-02-14,2020-02-15,2020-02-14,,,Argentina,Córdoba,,,,,,,2.0,,,,Oportunidad Se Vende Casa En Solares Del Sur  100 - U$D 105.000 - Casa,no paga
idfOLFITsmAsXvnlE409Wg==,Propiedad,2020-02-11,9999-12-31,2020-02-11,-34.484733,-58.68590699999999,Argentina,Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,,,,,5.0,,330.0,330.0,,Venta - Av. del Sesquicentenario 4540  ,no paga
lXJ02NXHGeyk7Rj6gQ5n+w==,Propiedad,2020-01-09,9999-12-31,2020-01-09,-31.659751,-64.43819760000001,Argentina,Córdoba,Santa María,,,,6.0,,3.0,,218.0,Mensual,Para entrar a vivir - 3 Dormitorios - a tres cuadras de zona céntrica.,no paga
rGeUOykJC6l5eLEt+0lvWA==,Propiedad,2020-02-03,9999-12-31,2020-02-03,,,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Acassuso,,,,4.0,2.0,488.0,324.0,,"Casa 488m² con 2 Plantas en RIVERA INDARTE 900, San Isidro, Acassuso, por U$S 650.000",no paga
ujMdIDW+KAjERoVuLyZ7bQ==,Propiedad,2019-07-24,9999-12-31,2019-07-24,-34.695099799999994,-58.3091802,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Wilde,,,4.0,,3.0,,186.0,Mensual,Casa - Wilde,no paga
yyLUzUms4y53WQT9w6JVVw==,Propiedad,2019-06-12,2019-10-07,2019-06-12,-34.687404,-58.6422478,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Castelar,,,4.0,,1.0,90.0,90.0,Mensual,Amplia Casa en Castelar Sur de 4 ambientes,no paga
l4cukhRHDgo1vAPYMCVWmQ==,Propiedad,2020-01-15,9999-12-31,2020-01-15,-34.522997,-58.48786,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,4.0,,3.0,,,,"Casa  en Venta ubicado en Florida, Zona Norte",no paga
pFeZ7Vxnb3qa6VtLRsLgeQ==,Propiedad,2020-03-27,2020-04-30,2020-03-27,,,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,,,,,,,,,,Gregorio De La Ferrere  4900 - U$D 280.000 - Casa en Venta,no paga
bLABtKN+CwYCKbRayV/oTw==,Propiedad,2019-06-24,2020-05-28,2019-06-24,-34.581028100000005,-58.6958929,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,,,,4.0,,2.0,,140.0,Mensual,"Casa en venta, Barrio Cerrado, Bella Vista - Con infraestructura",no paga
IwWC9/kr2j3fGom0/bu7fw==,Propiedad,2020-02-07,2020-03-04,2020-02-07,-34.3906475355,-58.882559586599996,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Barrio Santa Elena - Pilar del Este,,,,3.0,3.0,,157.0,Mensual,Susana Aravena Propiedades FV Vende casa con piscina en Santa Guadalupe Pilar del Este,no paga
hx+zvTEout7mE0Qo3sAJzw==,Propiedad,2019-07-05,9999-12-31,2019-07-05,-34.9153995,-54.8483634,Uruguay,Maldonado,La Barra,,,,7.0,,3.0,271.0,271.0,Mensual,Casa - Montoya,no paga
fDzRJF6wncO+ZWCRojfTqg==,Propiedad,2019-10-24,2020-03-30,2019-10-24,-34.55330276,-58.4929924,Argentina,Capital Federal,Saavedra,,,,2.0,,2.0,624.0,290.0,, Correa  4500 - U$D 890.000 - Casa en Venta,no paga
d7MUyQuW2Jw9Pb1jrp/a5Q==,Propiedad,2020-02-04,2020-05-25,2020-02-04,-34.6421813,-58.5512654,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,2.0,1.0,,,,,"Casa en Venta en Ramos mejía, La matanza U$S 125000",no paga
kNKwkaubdd6/ovb0PjrsJQ==,Propiedad,2019-10-19,2020-01-17,2019-10-19,-34.5260325318,-58.713853263500006,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,San Miguel,,,,2.0,1.0,90.0,90.0,,Venta Excelente Duplex 3 Ambientes de Categoría. Complejo Las Rosas Pavon 2561,no paga
NDVgVC+1Rw5OwusucO67MQ==,Propiedad,2019-11-21,9999-12-31,2019-11-21,-33.285249452399995,-66.2614720717,Argentina,San Luis,Juana Koslay,,,,6.0,5.0,3.0,,,,"Casa en Venta en Juana  koslay, Juana koslay U$S 320000",no paga
iHxJhLhX/3ChbynLsURdyw==,Propiedad,2019-10-15,9999-12-31,2019-10-15,-34.52789979999999,-58.484286700000006,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,5.0,,2.0,169.0,169.0,Mensual,Casa - Florida Mitre/Este,no paga
dHfrsk3RX/GdOw0Z/TztqA==,Propiedad,2020-02-08,2020-02-08,2020-02-08,-37.9903746,-57.587522,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,2.0,,,Mensual,"Chalet 5 Ambientes, garage. Rawson al 5900",no paga
b4Mibu/Aolcld4Ay/jIx+A==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.6527210296,-58.3515408949,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,4.0,3.0,2.0,,,,Casa en Venta en Dock Sud,no paga
z2qplYa4TvJfwuP/qL7XIw==,Propiedad,2020-02-14,9999-12-31,2020-02-14,-34.97297287,,Argentina,Buenos Aires Interior,,,,,4.0,3.0,2.0,,,,EXCELENTE CASA 300 MT2 – 4 AMBIENTES – GALERIA – PLAYROOM –,no paga
GKrHpWMJ74kekMhUJy21fA==,Propiedad,2020-04-05,2020-06-04,2020-04-05,-34.7989112871,-58.155927061599996,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,GreenVille Polo & Resort,,,5.0,4.0,3.0,,,,Casa en Venta en Hudson Chico,no paga
X7UCcgR+NJhQ++MrkO2/kg==,Propiedad,2020-02-08,9999-12-31,2020-02-08,-34.3894195,-58.6873608,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,,,,4.0,3.0,1.0,95.0,95.0,Mensual,Casa - Casas de San Patricio - 4 amb- Villa Nueva - Tigre,no paga
/979Z1Sm5fB/7nEg2SHCBg==,Propiedad,2020-02-14,2020-04-27,2020-02-14,-34.5986557,-58.90345001,Argentina,Bs.As. G.B.A. Zona Oeste,General Rodríguez,Terravista Barrio Privado,,,,,4.0,,,,Km 47 Lote / N° 9 - U$D 480.000 - Casa en Venta,no paga
S2hOzG0IAnLia/z6rOUm8Q==,Propiedad,2020-02-07,2020-03-04,2020-02-07,-34.446458899999996,-58.9378098,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,"Barrio Cerrado ""La Cañada de Pilar""",,,,4.0,4.0,,165.0,Mensual,"Susana Aravena Propiedades FV Hermosa casa en venta en La Cañada, Los Robles",no paga
xfg/8NjtwfvCH0udZ5BHYg==,Propiedad,2019-10-31,9999-12-31,2019-10-31,-34.7563703,-58.37973960000001,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,,,,6.0,,2.0,130.0,130.0,Mensual,Casa - Lomas De Zamora,no paga
BaZAy8XOcXqyVIl305GUDg==,Propiedad,2020-01-29,2020-04-06,2020-01-29,-34.3859516,-58.740309499999995,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,,,,,2.0,1.0,80.0,80.0,, Casa venta 3 amb. weekend Escobar  ,no paga
tVfxOpD9THCOMfnzDX1Y/A==,Propiedad,2020-04-06,9999-12-31,2020-04-06,,,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Nordelta,,,5.0,,,339.0,152.0,Mensual,Casa - Nordelta,no paga
y1XSkdjPn3cKKAZVL+lmTQ==,Propiedad,2019-09-16,9999-12-31,2019-09-16,-34.7083618,-58.420857299999994,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Lanús,,,7.0,,2.0,,118.0,Mensual,Casa - Lanús Oeste,no paga
Gug6FvVOyGK/PLoG+jyE3w==,Propiedad,2019-11-01,9999-12-31,2019-11-01,-34.457009714099996,-58.75801875770001,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Tortugas Country Club,,,10.0,,4.0,690.0,600.0,Mensual,Excepcional propiedad con vista al polo,no paga
BK8/CJFGg1KVfU2RxsBCAA==,Propiedad,2019-11-10,2020-01-07,2019-11-10,-36.587590323200004,-56.687194314799996,Argentina,Buenos Aires Costa Atlántica,Mar del Tuyú,,,,3.0,,1.0,153.0,,Mensual,Casa - Mar Del Tuyu,no paga
rhFvEFZBcVd6WqWI6gTOhg==,Propiedad,2019-08-17,9999-12-31,2019-08-17,-34.63787620000001,-58.6769059,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,,,,,3.0,2.0,600.0,170.0,Mensual,EXCELENTE CHALET COLONIAL - ITUZAINGO NORTE,no paga
TQQxjpkbaGfuhSZOVQaVWg==,Propiedad,2019-12-07,2019-12-13,2019-12-07,-34.592796,-58.440155000000004,Argentina,Capital Federal,Villa Crespo,,,,,4.0,3.0,,150.0,,Venta. Casa 7 ambientes a reciclar. Uriarte y Aguirre. ,no paga
ND++qx0L0fb68I6Bmqlz0g==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.7173295306,-58.2713402041,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,3.0,2.0,1.0,,,,Chalet en Venta en Quilmes Oeste,no paga
yzehr1cd3M9cQC3vzPEATQ==,Propiedad,2019-11-14,9999-12-31,2019-11-14,-34.6646762,-58.585913100000006,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,,,,3.0,2.0,1.0,,,,CASA A RECICLAR  - IDEAL CONSTRUCTOR 355 M2 TERRENO,no paga
uVS/IlYiqDCqZZ5/Ow40PA==,Propiedad,2019-09-30,2020-04-28,2019-09-30,-32.888999939,-68.8460006714,Argentina,Mendoza,,,,,,5.0,2.0,,,,Vendo 2 Casas( Urgentes ),no paga
YgOlYgiuZGS9VELiXvL3yg==,Propiedad,2020-03-07,9999-12-31,2020-03-07,-31.452098,-64.24014100000001,Argentina,Córdoba,,,,,,2.0,1.0,119.0,119.0,Mensual,PH - Miradores de Manantiales,no paga
h+do5QlGqB6ULL7tZ27l9Q==,Propiedad,2020-02-14,2020-04-28,2020-02-14,-31.906906656,-64.5900732135,Argentina,Córdoba,Villa General Belgrano,,,,,,2.0,,,,vendo casa de 4 dormitorios en los Reartes Altos del corral,no paga
OEClY7wgPkAJ0d+AHzJf7A==,Propiedad,2020-03-17,9999-12-31,2020-03-17,-34.5091346,-58.5166787,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,,,,4.0,,2.0,120.0,90.0,Mensual,Casa - Vicente López,no paga
QpvC2Wu6UxyWxBzomeWTUw==,Propiedad,2019-04-20,9999-12-31,2019-04-20,-34.912959,-54.85844300000001,Uruguay,Maldonado,La Barra,,,,,,2.0,,,Mensual,LIKA,no paga
62MmJCLLqm4MbDpk2/oF8A==,Propiedad,2019-10-05,2020-04-30,2019-10-05,-34.3824957242,-58.707611873999994,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Tigre,,,6.0,,3.0,291.0,243.0,Mensual,Casa - Tigre,no paga
ooSfw3BqOSLnfyVB9SVP6g==,Propiedad,2019-11-23,2019-12-23,2019-11-23,,,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,,,,,3.0,2.0,890.0,180.0,,Casa a estrenar Barrio El Canton al agua,no paga
zrNLjaRdgOmQ8PzuGByLTg==,Propiedad,2020-01-09,9999-12-31,2020-01-09,,,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Carapachay,,,,3.0,1.0,300.0,89.0,,"Casa 300m² con Plantas en ANTARTIDA ARGENTINA 4000, Vicente López, Carapachay, por U$S 253.000",no paga
Gsggzt6zJcuKJZKAwzeIEg==,Propiedad,2020-04-11,9999-12-31,2020-04-11,,,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,,,,7.0,3.0,4.0,230.0,230.0,Mensual,Casa en Muelles,no paga
SR9gh6PHS9N68zOySx3eSQ==,Propiedad,2020-02-02,2020-02-02,2020-02-02,-37.960854100000006,-57.589445999999995,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,2.0,,,Mensual,OPORTUNIDAD - ORDEN DE VENTA - Chalet 4 amb,no paga
ln8D/sApZ98ic95XtRTjXA==,Propiedad,2020-03-05,9999-12-31,2020-03-05,,,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Villa Luzuriaga,,,3.0,,1.0,410.0,161.0,,Chalet en Venta Villa Luzuriaga / La Matanza (A167 1902),no paga
p3efnbR5Bqtgc4bTSc/76w==,Propiedad,2019-07-15,9999-12-31,2019-07-15,-34.6596917,-58.51911170000001,Argentina,Capital Federal,Mataderos,,,,5.0,,3.0,,254.0,Mensual,Casa - Mataderos,no paga
TgMrj+rAjJ1eQ5itM4w2vw==,Propiedad,2019-09-23,2019-11-04,2019-09-23,-34.628565,-58.639714,Argentina,Bs.As. G.B.A. Zona Oeste,Hurlingham,,,,4.0,3.0,1.0,238.0,147.0,,CASA EN VENTA VILLA TESEI 4 AMBIENTES,no paga
GUg5d93iCOwkLp9VKigOvg==,Propiedad,2019-12-10,2019-12-13,2019-12-10,-34.564574,-58.494378000000005,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,3.0,189.0,197.0,,VENTA CASA 4 AMBIENTES PATIO-PILETA-COCHERA,no paga
3nEo/vbDuVppYoFUQOOAUw==,Propiedad,2019-12-24,2019-12-24,2019-12-24,-37.96422126,-57.55102164,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,2.0,,,Mensual,Casa - P.Luro,no paga
l0E5HwUOewpIQDPSXg3oHQ==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.72063446,-58.25460434,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,5.0,4.0,1.0,,,,Casa en Venta en Quilmes Sur,no paga
yFyB0AiJDuFN+7qAMGJTJA==,Propiedad,2020-01-31,9999-12-31,2020-01-31,-31.3532518,-64.2209187,Argentina,Córdoba,,,,,5.0,3.0,3.0,180.0,185.0,Mensual,Dúplex en Esquina en Chacra del Norte 1!! En Venta! Súper AMPLIO!,no paga
EStBGFvZpw/pWa+uQUZv2Q==,Propiedad,2019-10-15,9999-12-31,2019-10-15,-37.9657506,-57.550828,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,5.0,4.0,3.0,233.0,224.0,,Chalet 5 ambientes con piscina,no paga
WFJdHnyWeA6V8ctRW9hQ0A==,Propiedad,2020-01-15,2020-03-06,2020-01-15,-34.474965999999995,-58.52014200000001,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,,,,2.0,,1.0,,,,"Casa  en Venta ubicado en San Isidro, Zona Norte",no paga
54Hw88beI4Dc+qpF5kvL+Q==,Propiedad,2020-01-16,2020-01-16,2020-01-16,-38.063907,-57.5516341,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,2.0,,,Mensual,Chalet 4 amb.,no paga
dMYBoOvIHwx/2CZG2AJOaQ==,Propiedad,2019-08-15,9999-12-31,2019-08-15,-34.5633312,-59.120880500000005,Argentina,Buenos Aires Interior,Luján,,,,5.0,,4.0,470.0,400.0,Mensual,4 DORMITORIOS | Estrada,no paga
+g548UaStpbP3sPewmXanA==,Propiedad,2019-10-24,2020-01-29,2019-10-24,-34.3761946485,-58.6973948223,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Barrio San Gabriel,,,5.0,,3.0,240.0,180.0,Mensual,Casa - Venta - 5 Ambientes  - San Gabriel - Villanueva - Tigre - Zona Norte -,no paga
YSvo2xFAuvKKqeCBBEKAbQ==,Propiedad,2020-02-11,9999-12-31,2020-02-11,-34.4204092,-58.6642047,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Nordelta,Barrio Barrancas del Lago,,,3.0,4.0,170.0,170.0,,"Casa en venta de 4 ambientes en Barrio Los Castaños, Nordelta.",no paga
LdI54j4ft1fYYdXXA6qHhQ==,Propiedad,2019-10-15,9999-12-31,2019-10-15,,,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Martínez,,,,4.0,3.0,1554.0,441.0,,"Casa 1554m² con Dependencias en LAS HERAS 2500, San Isidro, Martínez, por U$S 1.700.000",no paga
CRN5AlkwLEBbhFrmS65Fvw==,Propiedad,2020-03-03,9999-12-31,2020-03-03,-34.757006700000005,-58.28272220000001,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,,3.0,2.0,130.0,200.0,,VENTA CASA EN QUILMES,no paga
eI7uhs1GYPxzCnfHHHcaEg==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.4052643164,-58.5733509064,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,,,,6.0,3.0,3.0,,,,Casa en Venta en Delta Primera Seccion,no paga
b8qL/vs6/FqC54bytICrvw==,Propiedad,2019-12-11,9999-12-31,2019-12-11,-34.63751221,-58.79064941,Argentina,Bs.As. G.B.A. Zona Oeste,Moreno,Moreno,,,2.0,,2.0,100.0,80.0,,Domingo Faustino Sarmiento  200 - U$D 89.000 - Casa en Venta,no paga
2m8kry4lTTkYSXAj76QXpQ==,Propiedad,2019-06-03,2020-02-24,2019-06-03,-34.3859419,-58.8602902,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,,,,4.0,3.0,3.0,142.0,119.0,Mensual,CASA EN VENTA,no paga
t2qL4sd+l1YFk82uNwtlUw==,Propiedad,2019-11-01,9999-12-31,2019-11-01,-34.532105,-58.503021999999994,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,7.0,5.0,5.0,1410.0,496.0,,VENTA CASA 7 AMB VICENTE LÓPEZ PILETA QUINCHO,no paga
mqVp4/7sorq2bjQKkI36ig==,Propiedad,2020-01-04,2020-02-19,2020-01-04,-38.0630382,-57.549190100000004,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,4.0,,,,IMPORTANTE CHALET 6 AMB. C/ PARQUE EN VENTA - PUNTA MOGOTES,no paga
eoYoCc0n1+ykA3j7opgMlg==,Propiedad,2019-08-05,9999-12-31,2019-08-05,-34.837196999999996,-54.665689,Uruguay,Maldonado,José Ignacio,,,,,,2.0,,,Mensual,Casita Azul,no paga
eA7UYDvJuZixVJvXA5WrPw==,Propiedad,2019-04-23,9999-12-31,2019-04-23,-34.653292799999996,-58.40520970000001,Argentina,Capital Federal,Pompeya,,,,,,1.0,279.0,279.0,Mensual,Terreno/Galpón con Vivienda en Venta Pompeya,no paga
DLh5hj+6rIyfJEOwbZ62GA==,Propiedad,2019-11-16,2020-04-09,2019-11-16,-34.49162674,-58.5117569,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Martínez,,,2.0,,1.0,170.0,,,Diag. Salta  800 - U$D 240.000 - Casa en Venta,no paga
0ujyrcr/VjRDfZfDczyhvg==,Propiedad,2019-09-12,9999-12-31,2019-09-12,,,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Maschwitz,,,,3.0,2.0,150.0,75.0,,"Casa 150m² con Cochera en LOS PARAISOS 800, Escobar, Maschwitz, por U$S 145.000",no paga
5z122Y/NKGAnT+HlBHWbeA==,Propiedad,2019-12-26,2020-02-18,2019-12-26,42.3661546,-83.2096685,Estados Unidos,Michigan,Detroit,,,,6.0,,1.0,111.0,,Mensual,Casa - Detroit,no paga
kvhezGK5aGsVPz2zIkdYLw==,Propiedad,2020-03-21,9999-12-31,2020-03-21,-31.358067546199997,-64.5120268444,Argentina,Córdoba,Punilla,,,,,,,,,Mensual,N° ref 1298-Hermoso terreno de 1285m2 en Parque Siquiman.,no paga
lyPwfzjpY3Fc9IUX2J8BTw==,Propiedad,2019-05-11,9999-12-31,2019-05-11,-34.9159878548,-54.860126373,Uruguay,Maldonado,La Barra,,,,3.0,2.0,2.0,64.0,64.0,Mensual,CASA EN VENTA,no paga
nqwwxRSq9dUPFys6Z8zE3w==,Propiedad,2020-03-21,9999-12-31,2020-03-21,-37.1084828,-56.863882700000005,Argentina,Buenos Aires Costa Atlántica,Pinamar,,,,5.0,4.0,2.0,,,,"Casa en Venta en Zona duplex, Pinamar U$S 260000",no paga
sjeD/gm3FXZveN8LP4X/2A==,Propiedad,2020-02-29,2020-04-03,2020-02-29,,,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,,,,,3.0,2.0,800.0,160.0,,CASA A ESTRENAR EN BARRIO SAN MATIAS,no paga
31UFbBDTmaJiqhdDJMntRA==,Propiedad,2019-11-15,9999-12-31,2019-11-15,-34.6554584,-58.6452437,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Castelar,,,3.0,,1.0,80.0,80.0,Mensual,Casa - Castelar,no paga
pWB52M5+YbM3o97d8SCvTA==,Propiedad,2020-04-06,9999-12-31,2020-04-06,-34.446660574,-58.5541370835,Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,,,,3.0,2.0,2.0,,,,Duplex en Venta en San Fernando,no paga
StLq2EV1Dqrads/JWGZ1WA==,Propiedad,2020-02-18,9999-12-31,2020-02-18,-34.7375316,-58.407444700000006,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Banfield,,,2.0,,2.0,,,,"Casa  en Venta ubicado en Banfield, Lomas de Zamora",no paga
