id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price_period,title,paga_comision
dCWo91tsTbUH7v5f3n3VBg==,Propiedad,2019-10-15,2020-03-30,2019-10-15,,,Argentina,Bs.As. G.B.A. Zona Norte,,,,,2.0,,3.0,870.0,170.0,,Ruta 4 Km 4  100 - U$D 220.000 - Casa en Venta,no paga
1B81GPoPt3838RVQiJh1iQ==,Propiedad,2019-04-03,9999-12-31,2019-04-03,-34.6512825,-58.631738299999995,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Castelar,,,5.0,,1.0,169.0,169.0,Mensual,Casa - Castelar,no paga
79iP+wX5OZSHQPrHd8PQ8A==,Propiedad,2019-09-20,2019-10-13,2019-09-20,,,Argentina,Santa Fe,Rosario,,,,3.0,1.0,1.0,134.0,96.0,,VENDO CASA EN ROLDAN BARRIO ACEQUIAS - EXCELENTE CALIDAD DE CONTRUCCION ,no paga
FG7VTb2IZvPWzd7DVSLAzg==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.5859793388,-58.5965748378,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,,,,4.0,3.0,2.0,,,,Chalet en Venta en Martin Coronado,no paga
YSuPkbjf7DAusPqu/NaFbA==,Propiedad,2019-10-31,2020-03-30,2019-10-31,,,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,7.0,,3.0,433.0,250.0,,Casa  en Venta Ramos Mejia / La Matanza (A141 3146),no paga
i3q9VNySYLZy4q6p6tU4fQ==,Propiedad,2020-03-14,9999-12-31,2020-03-14,-31.094402600000002,-64.4828401,Argentina,Córdoba,La Falda,,,,,3.0,2.0,150.0,1050.0,,"Chalet Epoca, Detalles de Estilo Totalmente Amoblado",no paga
gs6fM2DBJJeQ3UdE0XVmBA==,Propiedad,2019-11-12,9999-12-31,2019-11-12,-37.1564657,-56.8880137,Argentina,Buenos Aires Costa Atlántica,Pinamar,,,,5.0,0.0,4.0,,,,"Casa en Venta en Carilo,  pinamar  U$S 550000",paga
YkN0fijfAPuvyP5g90Ue2w==,Propiedad,2020-01-23,2020-04-27,2020-01-23,-34.93299484,-57.97237778,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,,,1.0,,,,48 E/ 27 Y  100 - U$D 180.000 - Casa en Venta,no paga
yYScHRIV5sKB8hen7s70Aw==,Propiedad,2020-02-14,2020-05-04,2020-02-14,-34.8782186,-58.486377299999994,Argentina,Bs.As. G.B.A. Zona Sur,Ezeiza,,,,4.0,3.0,2.0,,,Mensual,Casa en venta en Club de campo  Los Rosales Canning,no paga
FTZZtA0a662VaVElndrNrw==,Propiedad,2020-01-17,9999-12-31,2020-01-17,-34.537533,-58.49554200000001,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,5.0,4.0,6.0,1124.0,656.0,,IMPONENTE CASA EN FLORIDA !!!,paga
WiA20UTCIN8uY+0BHMqYCw==,Propiedad,2019-11-21,2020-03-17,2019-11-21,-32.9232381,-60.7394486,Argentina,Santa Fe,Rosario,,,,4.0,2.0,2.0,160.0,160.0,,Brassey 8200,no paga
WoIdVhbmJ9lN9YG55MCi3w==,Propiedad,2020-03-20,9999-12-31,2020-03-20,-31.086696999999997,-64.474962,Argentina,Córdoba,Punilla,,,,12.0,6.0,4.0,2679.0,348.0,,"CASONA EN VENTA 8 dorm 4 BAÑOS VILLA EDÉN,LA FALDA",no paga
prULwe9dUzjX/E9jZ6FFxQ==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.752750899999995,-58.2109417,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,,,,4.0,3.0,1.0,,,,Casa en Permuta en Berazategui Oeste,no paga
a31mB3vZAPH5PNMDqy7fOg==,Propiedad,2019-05-10,2019-10-21,2019-05-10,-34.646708200000006,-58.625485,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,4.0,,1.0,,249.0,Mensual,Casa - Moron,no paga
+1sN0xbgrMPNn4WFb0ErVw==,Propiedad,2020-01-30,2020-02-07,2020-01-30,-31.413465000000002,-64.15758100000001,Argentina,Córdoba,Córdoba,,,,8.0,4.0,2.0,160.0,176.0,,CASA 4 DORMIT.  DE 2 PLANTAS BARRIO GENERAL PAZ,no paga
swQkvw/yoFhsbig+ROgwQg==,Propiedad,2020-02-04,2020-04-28,2020-02-04,-38.063907,-57.5516341,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,2.0,,,,Chalet 4 amb.,no paga
NdKHWrwzDIWxr/PMo7wULA==,Propiedad,2020-02-11,9999-12-31,2020-02-11,,,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Belén de Escobar,,,,3.0,,300.0,300.0,,Venta - Ruta Panamericana  KM 37,no paga
3QWDOH1o3jG7QdQdxHKpiQ==,Propiedad,2020-04-02,2020-04-03,2020-04-02,-34.406700514899995,-58.660327018500006,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Nordelta,,,,5.0,6.0,560.0,500.0,,CASA EN VENTA EN BARRIO CERRADO LOS CASTORES NORDELTA,paga
zkhvfD6GJDAJcszSpRGxsw==,Propiedad,2019-08-22,2019-10-24,2019-08-22,-34.5585563,-59.1040052,Argentina,Buenos Aires Interior,Luján,,,,4.0,,1.0,,160.0,Mensual,Venta - Casa para terminar/reciclar,no paga
NWv7HNw5nnFwYNLPlPfC0Q==,Propiedad,2019-10-31,2019-11-04,2019-10-31,-34.702721999999994,-58.585186,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Isidro Casanova,,,4.0,3.0,2.0,225.0,175.0,,VENTA IMPECABLE CASA DE 3 DORMITORIOS (4 AMB)  en Pleno Centro de Isidro Casanova.,no paga
SbHjwlkK6NVZpC/OgqmwFg==,Propiedad,2019-07-05,2019-12-23,2019-07-05,-34.523938,-58.47974,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Vicente López,,,7.0,5.0,6.0,750.0,345.0,,Casa Vicente Lopez 5 dormitorios doble lote,paga
f8NOsJOCoSJOg4WFzVAIBg==,Propiedad,2020-02-04,2020-04-27,2020-02-04,-38.0790657469,-57.564908200000005,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,3.0,,,,Casa 4 ambientes Bosque Peralta Ramos,no paga
GPWJ96Jkd8Mlcejh4dYeIQ==,Propiedad,2020-04-11,9999-12-31,2020-04-11,-34.61095047,-58.55139923,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Caseros,,,3.0,,2.0,80.0,80.0,,Moreno  3900 - U$D 95.000 - Tipo casa PH en Venta,no paga
7mSven6zRwg65vaTu1szvQ==,Propiedad,2019-12-01,2019-12-01,2019-12-01,-34.689667,-58.390965,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Lanús,,,3.0,2.0,2.0,118.0,75.0,Mensual,Unico dúplex con parrilla pileta y cochera Lanús,no paga
LygKa2wkRjRhQhbstl1fxA==,Propiedad,2020-01-08,2020-02-19,2020-01-08,-31.3709482,-64.20354732,Argentina,Córdoba,,,,,,,1.0,,,,Hermosa Casa Marquez de Sobremonte,no paga
GYb+IBLtLdFSRMJwqNl3lQ==,Propiedad,2019-11-13,2020-05-06,2019-11-13,-34.7449175602,-58.417257656000004,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,,,,4.0,0.0,2.0,,,,"Casa en Venta en Lomas de zamora oeste,  lomas de zamora  U$S 180000",no paga
qDcnygrzIv5oj7zmTMXWgA==,Propiedad,2020-02-27,2020-03-31,2020-02-27,,,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,,,,,4.0,4.0,250.0,250.0,Mensual,"Casa en venta  6 amb.  con dpcia.  a la laguna   Escucha ofertas !!  San Gabriel Villanueva,  Tigre",no paga
TroMMLX6LK1ePtw5aAsIcw==,Propiedad,2020-02-04,2020-04-28,2020-02-04,-37.9984369,-57.5845016,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,3.0,,,,CHALET SOBRE 2 LOTES,no paga
ofrvnAk9sTz0nhh6mLjyYA==,Propiedad,2019-06-24,9999-12-31,2019-06-24,-34.4248272201,-58.761303536199996,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Garín,,,,,,,,Mensual,"Casa sobre calle Francia, a media cuadra de Patricias Argentinas, lote 370mts2",no paga
ox3jczPUQ7AGcRk5fKbjAQ==,Propiedad,2020-01-03,2020-01-03,2020-01-03,-37.9770391,-57.5487327,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,2.0,,,Mensual,Chalet 4 dorm. Z/ Pque Luro.- Mármol esq. Strobel,no paga
zsmlKVuLUldvv1lvYdl77Q==,Propiedad,2020-01-23,2020-03-31,2020-01-23,-37.9854402,-57.56111020000001,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,2.0,,,,CHALET EN VENTA. 3 AMBIENTES. Z/TERMINAL,no paga
r0sIBjKG+4qlcbjCZxuRXQ==,Propiedad,2019-04-17,9999-12-31,2019-04-17,-34.8875662858,-58.0597686191,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,City Bell,,,,,1.0,100.0,100.0,Mensual,Casa 3 dorm -Lote 10 x 34 mts  - City Bell,no paga
WQjlyQwlNZwOTKYfXDU9EQ==,Propiedad,2019-11-26,9999-12-31,2019-11-26,-34.468,-58.556484999999995,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Beccar,,,4.0,3.0,3.0,320.0,220.0,,Barrio La Claridad Casa en venta San Isidro,no paga
GKYRPekOo7MrNbCrVJiUIA==,Propiedad,2019-10-01,9999-12-31,2019-10-01,-31.4696430925,-64.5173322725,Argentina,Córdoba,Punilla,,,,,,,,,Mensual,VENTA DE DUPLEX A ESTRENAR EN COMPLEJO SOBRE EL RIO CON SEGURIDAD 24 HS. PISCINA. GIM. BAJADA PROPIA AL RIO,no paga
iupjaKpRGlTPSY5T1gnufQ==,Propiedad,2020-02-08,9999-12-31,2020-02-08,-33.0712799453,-68.4895179963,Argentina,Mendoza,,,,,1.0,3.0,1.0,250.0,118.0,,"Vendo Casa, B San Pedro, San Martn, Mendoza",paga
3v+wA3+UwqiXJbTiMxChzA==,Propiedad,2019-11-16,2020-01-09,2019-11-16,-34.6226513,-58.676784,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,,,,4.0,,2.0,148.0,148.0,Mensual,Casa - Barrio Parque Leloir,no paga
KNZVYyHvZ9X7W9kSm7hCbw==,Propiedad,2020-02-07,9999-12-31,2020-02-07,-34.45278629999999,-58.731731700000005,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Miraflores Country Club,,,5.0,4.0,3.0,197.0,197.0,Mensual,Casa - Miraflores,no paga
/N68DAEJFHfelbNTpK6E6Q==,Propiedad,2019-10-31,9999-12-31,2019-10-31,-26.802596030100002,-65.331541579,Argentina,Tucumán,Yerba Buena,,,,6.0,,3.0,370.0,370.0,Mensual,RETASADO! VENTA URGENTE - PERMUTO - Yerba Buena,no paga
P7hucRVs1KzD7iMCtrSCvw==,Propiedad,2020-01-30,9999-12-31,2020-01-30,-34.601592499999995,-58.68657679999999,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,,,,4.0,3.0,1.0,,125.0,Mensual,Casa - Villa Gobernador Udaondo,no paga
Xez8MVm8qv+ScAjxj3+oTQ==,Propiedad,2020-01-03,2020-03-04,2020-01-03,-34.532105654,-58.5112349172,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,5.0,,1.0,105.0,101.0,Mensual,AMPLIO TRIPLEX de 3 dormitorios con Cochera cercano a Panamericana en Florida,no paga
ATOG5EC/135LyZB9yDxxQw==,Propiedad,2020-01-03,2020-01-04,2020-01-03,-38.087830700000005,-57.5734765,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,2.0,,,Mensual,Casa - Chalet en Venta,no paga
71EEUSbDpaq81/r1fWnMOA==,Propiedad,2020-02-09,9999-12-31,2020-02-09,-34.492461,-58.559899,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Boulogne Sur Mer,,,5.0,4.0,1.0,591.0,182.0,,"Venta casa en La Horqueta,Lote 591 mts.",no paga
u5RpyZrNbvT6+70ixJmJ8A==,Propiedad,2020-02-07,2020-04-27,2020-02-07,,,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,4.0,,,,CASA EN VENTA EN BARRIO PRIVADO RUMENCO,no paga
xLwZC4L1gFC8RoenebA6Lw==,Propiedad,2020-02-07,9999-12-31,2020-02-07,-34.4441568036,-58.8558006187,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,,,,,3.0,3.0,,310.0,Mensual,Susana Aravena Propiedades-Casa en venta en Mapuche,no paga
vLQWbIKbA+jTrhC1dBYBIw==,Propiedad,2019-10-29,2019-12-23,2019-10-29,-34.8011260346,-58.1640033906,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,,,,,3.0,4.0,1351.0,257.0,Mensual,CASA EN VENTA EN ABRIL C.C. EXCLUSIVO BARRIO CENTRAL,paga
0kWEOd1DiDKNqX3cAulnXQ==,Propiedad,2020-01-10,2020-01-17,2020-01-10,,,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Nordelta,,,,4.0,5.0,416.0,327.0,,"Excelente casa en venta en El Golf, Nordelta!",paga
5SgxGjaDXD2BhwdYirmSlg==,Propiedad,2020-02-04,9999-12-31,2020-02-04,,,Argentina,Bs.As. G.B.A. Zona Norte,,,,,3.0,,1.0,,55.0,Mensual,"Casa en Venta 2 dormitorios en barrio Vitramu, Campana, zona McDonalds",no paga
ae+qKG1hLfbrb7jkn1VEog==,Propiedad,2019-11-20,2020-02-05,2019-11-20,,,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Nordelta,,,5.0,,3.0,277.0,235.0,,Los Alisos Lote / N° 191113 - U$D 430.000 - Casa en Venta,no paga
/IGkaYc+wlj2j6tmMBvweQ==,Propiedad,2019-09-20,9999-12-31,2019-09-20,-32.92330551,-60.83461761,Argentina,Santa Fe,Funes,,,,2.0,,2.0,140.0,115.0,,Gobernador Vera  3800 - U$D 170.000 - Casa en Venta,no paga
jsqIhFm9gcpXT+v0enwy0w==,Propiedad,2019-05-09,2019-11-11,2019-05-09,-34.9214146291,-56.160813868000005,Uruguay,Montevideo,,,,,6.0,5.0,4.0,260.0,200.0,Mensual,CASA EN VENTA,no paga
IHIsOADBi+QS3G4edKv5lA==,Propiedad,2019-10-07,9999-12-31,2019-10-07,-34.5349102,-58.7114199,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,San Miguel,,,3.0,,1.0,,,Mensual,Casa - San Miguel,no paga
HmUmievcdYnTHgv3lkPFqQ==,Propiedad,2020-02-11,2020-02-13,2020-02-11,-34.3826258831,-58.8596642504,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Barrio San Jerónimo - Pilar del Este,,,,3.0,3.0,135.0,107.0,,"Casa en venta de 3 dormitorios en Barrio San Ramiro, Pilar del Este. ",no paga
jIkxly/kq1dCKGgN+LI8HQ==,Propiedad,2020-03-01,9999-12-31,2020-03-01,-34.721885,-58.52761329999999,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ciudad Evita,,,,3.0,1.0,100.0,432.0,,CASA EN VENTA CIRC 2 SECC 2,no paga
qF0Cl7kVcLNGZcTSskTB8Q==,Propiedad,2020-01-30,9999-12-31,2020-01-30,,,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,,,,330.0,,,Casa  en Venta Ramos Mejia / La Matanza (A001 3982),no paga
V1s+MNSwcm2Y+4eC5csAyg==,Propiedad,2019-04-13,9999-12-31,2019-04-13,-31.330896399999997,-64.2606144,Argentina,Córdoba,Córdoba,,,,1.0,,1.0,,100.0,,Casa en construc en terreno de 1000m2. A tres cuadras de Ric Rojas,no paga
wGolJL8NPn+s9ag1rJKIIw==,Propiedad,2019-09-12,2019-12-19,2019-09-12,,,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Santa Isabel,,,4.0,,2.0,200.0,160.0,Mensual,"Casa con Pileta en Santa Isabel, etapa 2 - Ingeniero Maschwitz",no paga
ne+CVUMmcPKg2B7CWBb/gw==,Propiedad,2020-02-04,2020-04-27,2020-02-04,-34.9126316,-57.946345400000006,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,,,1.0,,,,VENTA CASA EN EL RODEO,no paga
YLlY1QFduYtl/h/H3ltqNQ==,Propiedad,2020-01-15,2020-04-28,2020-01-15,-31.772197499999997,-60.8362426,Argentina,Santa Fe,Sauce Viejo,,,,,,1.0,,,,CASA NUEVA EN SAUCE OPORTUNIDAD,no paga
O0J8tZ7tWySU6QrCheCWMA==,Propiedad,2019-11-11,2020-05-14,2019-11-11,-34.6023706,-58.5483548,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,,,,6.0,5.0,4.0,,,,"6 amb, Fdo Libre 17mts,  Piscina, Quincho, gge 4 autos.",no paga
BCwL9ZYaVjTZ6Kgz3d5SPw==,Propiedad,2019-11-02,2019-11-04,2019-11-02,-34.595759,-58.58870400000001,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,,,,4.0,3.0,1.0,167.0,120.0,,VENTA TRIPLEX 3 DORMITORIOS IMPECABLE CIUDAD JARDÍ,no paga
Ak33Ym7r/iNxJpRweBkb2A==,Propiedad,2019-11-26,2020-02-18,2019-11-26,39.2880144007,-76.6601340417,Estados Unidos,Maryland,Baltimore,,,,3.0,,1.0,,,Mensual,Casa - Philadelphia,no paga
5191sVt7OYwIv9vNiE37UA==,Propiedad,2020-01-14,2020-04-28,2020-01-14,-34.60615209,-68.3422362,Argentina,Mendoza,San Rafael,,,,,,1.0,,,,Casa en barrio Docente nuevo - 4 dormitorios - Venta,no paga
NjXUaMhCOJMfJJhMHmFlfg==,Propiedad,2020-04-09,9999-12-31,2020-04-09,-34.7368917685,-58.266000785299994,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,4.0,2.0,2.0,,,,Duplex en Venta en Quilmes Oeste Centro,no paga
hkNWJSt/jyo77MFpRAfQEA==,Propiedad,2020-02-09,2020-03-08,2020-02-09,-31.351294,-64.233886,Argentina,Córdoba,Córdoba,,,,4.0,2.0,1.0,155.0,133.0,,Se vende Triplex 2 dormitorios Jardin Claret,no paga
d4bEnvJXMDEHtILKjGgoQg==,Propiedad,2020-01-10,2020-04-28,2020-01-10,-31.4951245696,-64.1891509386,Argentina,Córdoba,,,,,,,3.0,,,,"Casa en venta, La Calandria, Avenida Valparaiso 6500",no paga
/yvAwSdC7vW7unsesU3XYg==,Propiedad,2020-02-13,2020-02-13,2020-02-13,-38.0174885313,-57.529283104799994,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Stella Maris,,,5.0,4.0,5.0,,,Mensual,Chalet sobre 2 lotes Stella Maris / Varese,paga
WbLzqz804UEUZOqb/3h2hw==,Propiedad,2019-04-27,9999-12-31,2019-04-27,-36.7154316,-56.6782512,Argentina,Buenos Aires Costa Atlántica,Mar de Ajó,,,,3.0,2.0,1.0,100.0,49.0,,MAR DE AJO CHALET SAN RAFAEL TRES AMBIENTES,no paga
Zn2HY8Q+oSAdkaozSMCOKA==,Propiedad,2019-12-31,2020-05-24,2019-12-31,-32.8965767,-60.9130002,Argentina,Santa Fe,Roldán,,,,,3.0,3.0,550.0,190.0,,EN VENTA CASA 2 PLANTAS EN ZONA CÉNTRICA CON TODOS LOS SERVICIOS,paga
Ac+SKt5LgygXcCKfS8Pj1A==,Propiedad,2019-07-14,2019-11-10,2019-07-14,-34.4157683148,-58.6949291698,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Benavidez,,,,2.0,2.0,795.0,120.0,,VENDO CASA A RECICLAR EN BENAVIDEZ,no paga
NJZTi8qiNeIJXHG38cI1Cw==,Propiedad,2019-08-24,2019-11-18,2019-08-24,-34.3408523,-58.851086800000004,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Haras Santa Maria,,,5.0,,4.0,185.0,185.0,Mensual,Casa en Venta en Haras Santa Maria al Golf a estrenar,no paga
Jdxi6yu4mR4rjKOJL8RbkQ==,Propiedad,2019-10-09,2019-10-29,2019-10-09,,,Argentina,Santa Fe,Roldán,,,,3.0,1.0,1.0,134.0,96.0,,SE VENDE!! CASA A TERMINAR IDEAL INVERSORES CONSTRUCTORES ,no paga
yNs2zq9pMbIw9ayaYXSlgg==,Propiedad,2019-06-07,2020-04-23,2019-06-07,-38.8540797024,-60.0723100852,Argentina,Buenos Aires Costa Atlántica,Claromecó,,,,5.0,2.0,2.0,,,,Casa tipo a mts. de Avda. 26,no paga
FcjzakI8WYDolmMr8bepMw==,Propiedad,2019-10-14,2019-11-04,2019-10-14,-34.8871190377,-58.052787780799996,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,City Bell,,,6.0,3.0,4.0,380.0,244.0,,Casa de 3 dormitorios y parque en venta. City Bell,no paga
ITdi0WHrYNm8Sa+QeC8ucg==,Propiedad,2019-10-16,9999-12-31,2019-10-16,-34.8803906931,-58.3880087267,Argentina,Bs.As. G.B.A. Zona Sur,Almirante Brown,Glew,,,3.0,2.0,2.0,200.0,150.0,,"Vivienda sobre Santa Fe 2423, Glew, Alte. Brown",no paga
ltBGbrcgcFNCKurPc0hsZA==,Propiedad,2019-12-21,2019-12-23,2019-12-21,-34.4316533327,-58.62040661939999,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Santa Barbara Barrio Cerrado,,,,5.0,4.0,1000.0,450.0,,Bajo de precio! sobre el lago en sb,paga
Ovlki76SXwsG1+Go48tJmg==,Propiedad,2020-01-15,2020-02-07,2020-01-15,-34.745659,-58.365448,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Banfield,,,3.0,2.0,1.0,128.0,89.0,,Oportunidad CASA de 3 ambientes,no paga
eN3vba2G91/mqIJObU3aOw==,Propiedad,2020-02-07,2020-03-24,2020-02-07,,,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,,,,,4.0,2.0,,168.0,Mensual,Susana Aravena Propiedades  - Excelente Propiedad en Venta,no paga
VOvyY6FNLv921upjV2Pheg==,Propiedad,2020-01-25,9999-12-31,2020-01-25,,,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,5.0,3.0,1.0,225.0,175.0,,CASA EN VENTA - LISANDRO OLMOS - 3 DORMITORIOS,no paga
7xKfNB5wj0pkkXcWE8hXLw==,Propiedad,2020-04-06,9999-12-31,2020-04-06,-34.746024400100005,-58.2118386618,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,Barrio Cerrado Los Troncos,,,4.0,3.0,3.0,,,,Casa en Venta en Los Troncos,no paga
YTh5zBYyDD1yjTmy9AyA7g==,Propiedad,2019-10-30,9999-12-31,2019-10-30,-34.407937864699996,-58.6725760154,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Nordelta,,,,3.0,3.0,226.0,191.0,,CASA EN VENTA BARRIO LAS TIPAS - NORDELTA ,no paga
+shU70z0+pPleKjiIQ/qTg==,Propiedad,2019-07-15,9999-12-31,2019-07-15,-34.6063500852,-58.4305498599,Argentina,Capital Federal,Almagro,,,,,1.0,2.0,65.0,67.0,Mensual,"Departamento en Venta en Parque Centenario, 2 ambientes en dúplex con baño y toilette, 65 m2 + balcón, - Río de Janeiro 700",no paga
tR8YFOUVD4HKiu4Yt67eug==,Propiedad,2019-12-02,9999-12-31,2019-12-02,-32.9406456778,-60.656505922799994,Argentina,Santa Fe,Rosario,,,,4.0,,4.0,465.0,,Mensual,Casa - Centro,paga
