id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price_period,title,paga_comision
PL2Z0xkLGvaXuQUjyEEOTw==,Propiedad,2020-01-22,2020-04-28,2020-01-22,-32.9535692,-60.6419517,Argentina,Santa Fe,Rosario,,,,,,1.0,,,,DESARROLLO INMOBILIARIO POINT - OPORTUNIDAD DE INVERSION - 9 DE JULIO,no paga
nhG1p1r0ozqy93VLLr+KIQ==,Propiedad,2020-03-07,9999-12-31,2020-03-07,-32.992803,-60.663722,Argentina,Santa Fe,Rosario,,,,4.0,3.0,1.0,70.0,65.0,,Departamento en Venta 3 dormitorios con balcón,no paga
qj6br46eBc2dVnova6U27g==,Propiedad,2019-11-21,2019-12-29,2019-11-21,-34.5633323856,-58.4514214864,Argentina,Capital Federal,Belgrano,,,,3.0,,2.0,113.0,113.0,Mensual,Departamento - Belgrano,paga
W5Hboohq2c/UO6b2NnkGtQ==,Propiedad,2020-04-03,9999-12-31,2020-04-03,-34.588545,-58.422053000000005,Argentina,Capital Federal,Palermo,,,,4.0,3.0,2.0,73.0,73.0,,Venta de cuatro ambientes en palermo,no paga
izCsX1xTh2UjZZ89bu5Q8A==,Propiedad,2019-07-16,2019-12-03,2019-07-16,-32.95822144,-60.63481903,Argentina,Santa Fe,Rosario,,,,1.0,,1.0,35.0,35.0,,Av. Pellegrini  600 5°  - U$D 59.000 - Departamento en Venta,no paga
FvrhBbsxdgyVp/gXUYusJg==,Propiedad,2020-01-02,9999-12-31,2020-01-02,-34.5694182,-58.466837600000005,Argentina,Capital Federal,Belgrano,,,,4.0,,2.0,126.0,,Mensual,Venta Departamento Semipiso 4 ambientes en Belgrano R,paga
5zGzmsY/RoCwZYMTul62rg==,Propiedad,2019-10-10,2019-10-20,2019-10-10,-34.464059999999996,-58.506471999999995,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,San Isidro,,,3.0,2.0,1.0,62.0,60.0,,Departamento 60m² · 3 Ambientes. Baño y toilette,no paga
j7QQVNP5IK5A7ikZFVu42w==,Propiedad,2019-12-12,2019-12-23,2019-12-12,-34.425087,-58.579658499999994,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Tigre,,,3.0,2.0,2.0,72.0,67.0,,DEPARTAMENTO 3 AMBIENTES EN TIGRE,no paga
zwN5T9qc5ukVmzdjKP0FJQ==,Propiedad,2020-03-01,2020-03-10,2020-03-01,-34.598808,-58.442076,Argentina,Capital Federal,Villa Crespo,,,,2.0,1.0,1.0,38.0,36.0,,"Villa Crespo, Camargo 700, 5° piso, 2 Amb, c/Renta",no paga
2/0ki8F52j3AcvjkrJL1NA==,Propiedad,2020-02-14,9999-12-31,2020-02-14,,,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Tigre,,,2.0,,1.0,52.0,52.0,,"Departamento 52m² 2 ambientes con Cochera en GARCIA, Dr. Luis 1700, Tigre, Tigre, por U$S 130.000",no paga
fBMroZ0jfKLsf6kQU4S3Jw==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.618485299999996,-58.377992799999994,Argentina,Capital Federal,San Telmo,,,,1.0,1.0,1.0,29.0,29.0,Mensual,ESTADOS UNIDOS 800,no paga
QhkUAaMQRThlGTB/5nDxZg==,Propiedad,2019-07-19,9999-12-31,2019-07-19,-34.576178999999996,-58.473551,Argentina,Capital Federal,Villa Ortuzar,,,,,,1.0,,,Mensual,Departamento 2 amb.,no paga
1GVeQgyxH5CVQ2IQUt0g+Q==,Propiedad,2020-04-11,9999-12-31,2020-04-11,-34.6511197143,-58.6249780655,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,1.0,1.0,1.0,,,,Departamento en Venta en Moron Sur,no paga
KkbjW93GlfF+oaWzsRQsTA==,Propiedad,2020-01-16,9999-12-31,2020-01-16,,,Argentina,Capital Federal,,,,,2.0,1.0,1.0,,,,DEPARTAMENTO EN VENTA BIDENS 1 DORMITORIO - A ESTRENAR  47 M2 - EXCELENTE CALIDAD DE CONSTRUCCION,no paga
EQJBvcujxk2zkd4CdyavJA==,Propiedad,2019-07-17,9999-12-31,2019-07-17,-38.0050665,-57.571386200000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,2.0,1.0,1.0,50.0,,,DEPTO. ROCA 4000,no paga
smG8UX0Byoz1fQs1Xu6dGw==,Propiedad,2020-01-28,2020-04-27,2020-01-28,-31.42406273,-64.17847443,Argentina,Córdoba,Córdoba,,,,,,1.0,,,,Balcarce  400 - U$D 155.000 - Departamento en Venta,no paga
Q1nLYemZ+ciEuiDAMGxVTQ==,Propiedad,2019-06-22,2019-10-21,2019-06-22,-34.5721161,-58.4799037,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,65.0,60.0,Mensual,VENTA DEPARTAMENTO 3 AMBIENTES EN VILLA URQUIZA,no paga
m9qyO8qpCCZI1QHOy5zn+g==,Propiedad,2020-03-09,2020-03-15,2020-03-09,-34.589766499999996,-58.420727899999996,Argentina,Capital Federal,Palermo,,,,2.0,1.0,1.0,43.0,34.0,,Departamento de 2 ambientes en Venta en Palermo,no paga
f4qpyswj5tjLMFa0/HgICw==,Propiedad,2020-01-15,9999-12-31,2020-01-15,-34.554404999999996,-58.457547999999996,Argentina,Capital Federal,Belgrano,,,,,,1.0,,,,"Departamento Monoambiente  en Venta ubicado en Belgrano, Capital Federal",no paga
Ii3zwAkY86aKfvEF+LFnTA==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.6498951261,-58.6156967003,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,2.0,1.0,2.0,,,,Departamento en Venta en Moron Sur,no paga
iFdXpv+lvce/vUFaMbivMw==,Propiedad,2019-11-06,2019-11-18,2019-11-06,-34.5880071,-58.42012239999999,Argentina,Capital Federal,Palermo,,,,2.0,1.0,1.0,43.0,37.0,,Departamento de 2 ambientes en Venta en Palermo,no paga
7w6jwJdi/31L2peIPWRJ3g==,Propiedad,2020-04-03,9999-12-31,2020-04-03,-34.698119509,-58.324913978599994,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,2.0,1.0,1.0,,,,Departamento en Venta en Wilde Centro,no paga
0J7R8xkCFo5Adtd1etffkg==,Propiedad,2019-09-20,2019-10-24,2019-09-20,-32.9440194873,-60.671997016400006,Argentina,Santa Fe,Rosario,,,,1.0,,1.0,30.0,26.0,Mensual,Muy Amplio y con Balcon terraza al frente - Monoambiente - Echesortu,no paga
pByT7nlvMj6Vmk37z0SN6Q==,Propiedad,2020-02-05,2020-04-27,2020-02-05,-34.94348526,-57.93745041,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,,,1.0,,,,74 E/ 17 Y   100 - U$D 55.000 - Departamento en Venta,no paga
E9Paf1D9MtO9SdAPGsANvQ==,Propiedad,2019-12-18,2019-12-23,2019-12-18,-34.5930560114,-58.4017942116,Argentina,Capital Federal,Recoleta,,,,3.0,2.0,2.0,100.0,93.0,,"Excelente semipiso, reciclado, edif categoría, 3 amb con dep, balcon corrido",no paga
uf1HqIIwJWV3emf7AAocdw==,Propiedad,2020-03-05,9999-12-31,2020-03-05,-31.414144099999998,-64.1631704,Argentina,Córdoba,Córdoba,Centro,,,,,,,,Mensual,BARRIO CENTRO DEPARTAMENTO EN VENTA 2 DORMITORIOS,no paga
s32IHuHxYxd7pY72AiusEw==,Propiedad,2019-10-12,2019-12-23,2019-10-12,-34.5911269,-58.416122200000004,Argentina,Capital Federal,Palermo,Palermo Viejo,,,2.0,1.0,1.0,42.0,42.0,,VENTA 2 AMB. OPORTUNIDAD RECICLADO PARAGUAY 3700 ALTO PALERMO,no paga
txN1W3U5fvRfqjvVTaQBGg==,Propiedad,2020-02-14,9999-12-31,2020-02-14,-34.567277000000004,-58.454228,Argentina,Capital Federal,Belgrano,,,,1.0,0.0,1.0,,,,OPPEL | Departamento en Venta | Cod: 28164,no paga
wDQvapFMyKWCKZN0MXrQqQ==,Propiedad,2020-01-17,9999-12-31,2020-01-17,-34.6660967567,-58.36211373729999,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,4.0,3.0,2.0,142.0,130.0,Mensual,Departamento - Avellaneda,paga
oRlhxgQnp58yCe8lU7fh8Q==,Propiedad,2019-06-27,9999-12-31,2019-06-27,,,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Tigre,,,3.0,,2.0,86.0,77.0,,"Departamento 86m² 3 ambientes con Plantas en ITALIA 900, Tigre, Tigre, por U$S 167.700",no paga
oRkbT9UxG3cbUf6684wGVA==,Propiedad,2020-02-06,2020-04-28,2020-02-06,-38.7147979686,-62.2651018861,Argentina,Buenos Aires Interior,Bahía Blanca,,,,,,2.0,,,,Departamento céntrico en venta de 3 dormitorios,no paga
XRHv7vUiLqPrhX5gU9I51g==,Propiedad,2020-02-10,2020-04-28,2020-02-10,-34.92497635,-57.96218109,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,,,1.0,,,,49 E/ 18 Y  100 - U$D 49.500 - Departamento en Venta,no paga
597tQUdSVyxogr1VFzHtIw==,Propiedad,2019-11-12,2019-11-24,2019-11-12,-34.6058994,-58.45012779999999,Argentina,Capital Federal,Villa Crespo,,,,3.0,2.0,1.0,,,,"Departamento en Venta en Paternal, Capital federal U$S 135000",no paga
9s0Cri3U4aj5fLe1tnZOvg==,Propiedad,2020-01-08,9999-12-31,2020-01-08,,,Argentina,Capital Federal,,,,,2.0,1.0,1.0,,,,Departamento 2 ambientes al frente reciclado + amoblado,no paga
BVceNwizqvQ6v24vG1NtEA==,Propiedad,2019-12-17,2019-12-19,2019-12-17,-34.5459214,-58.7060297,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,,,,2.0,,1.0,42.0,42.0,Mensual,"VENTA DEPARTAMENTO MUY CÉNTRICO, EN NUEVO CENTRO",no paga
yw0Rf7e7TT8F6ddc4MYlIw==,Propiedad,2020-01-14,2020-02-18,2020-01-14,,,Argentina,Capital Federal,,,,,1.0,1.0,1.0,,,,DEPARTAMENTO 1 AMBIENTE FRENTE A PLAZA COLÓN,no paga
OjyMRByTd0UdZthy6R0Z3w==,Propiedad,2019-09-20,9999-12-31,2019-09-20,,,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,2.0,,1.0,,26.0,,Departamento en Venta Ramos Mejia / La Matanza (A017 602),no paga
Xo2p6SJPFpTgCbYA0Sa4JQ==,Propiedad,2020-01-08,2020-02-19,2020-01-08,-37.9979059,-57.559034700000005,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,2.0,,,,Departamento 2 ambientes al frente a estrenar,no paga
ro3mq8tRFicxJlW/HMvAVw==,Propiedad,2019-10-13,9999-12-31,2019-10-13,-34.6087031,-58.4273449143,Argentina,Capital Federal,Almagro,,,,2.0,1.0,1.0,39.0,39.0,,Dto Almagro 2amb 39m2 int reciclad Diaz Velez 4200 u$s88.000,no paga
GcU8BMU2v/+x7jFp1lhlBw==,Propiedad,2020-03-03,2020-05-02,2020-03-03,-34.60500717,-58.38310623,Argentina,Capital Federal,Monserrat,,,,1.0,,1.0,33.0,33.0,,Sarmiento   1100 2°  - U$D 85.000 - Departamento en Venta,no paga
cMB4Dta5anMOcxS4UXfybQ==,Propiedad,2019-10-15,9999-12-31,2019-10-15,-38.3516044,-68.7874869,Argentina,Neuquén,Añelo,,,,2.0,,1.0,,45.0,Mensual,Departamento - Añelo,no paga
SZ2AnYo80EDj777UVLIq9g==,Propiedad,2019-11-29,9999-12-31,2019-11-29,-34.4321597,-58.585962699999996,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Tigre,,,3.0,,2.0,97.0,97.0,Mensual,Departamento - Tigre,no paga
+MmzrBJTPIThjZaXekg3vg==,Propiedad,2020-01-10,9999-12-31,2020-01-10,-34.5790401,-58.539040799999995,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,,,,3.0,,1.0,50.0,50.0,Mensual,Departamento - S.Martin(Ctro),no paga
cF/yeaa7b3R2kD0Hp9OoVw==,Propiedad,2019-11-12,2019-12-23,2019-11-12,-34.58423,-58.47870089999999,Argentina,Capital Federal,Parque Chas,,,,3.0,2.0,2.0,75.0,65.0,,"3 AMB A ESTRENAR, PARRILLA PROPIA TERMINACIONES DE CALIDAD COCHERA OPCIONAL",no paga
AAx8IjiJmbBSevTaKxVHYg==,Propiedad,2019-10-12,2019-10-30,2019-10-12,-34.605197,-58.41188489999999,Argentina,Capital Federal,Almagro,,,,1.0,1.0,1.0,20.0,20.0,,MONOAMBIENTE EN VENTA CON AMENITIES ALMAGRO,no paga
o+C/rzlMrLPr32qNXcJCZQ==,Propiedad,2020-03-07,9999-12-31,2020-03-07,-37.321329999999996,-59.14082,Argentina,Buenos Aires Interior,Tandil,Tandil,,,2.0,1.0,1.0,36.0,28.0,,Venta Departamento buena Ubicacion Ideal Inversion,no paga
